Distanța (km),Nivel trafic,Ora livrării,Ziua săptămânii,Tip vehicul,Grad de încărcare,Durata estimată (min)
8.78,2.0,17.77,Marți,Bicicletă,0.86,46
39.14,3.0,15.37,Sâmbătă,Scuter,0.93,137
29.4,3.0,7.85,Luni,Bicicletă,0.54,196
47.63,3.0,9.55,Duminică,Dubiță,0.68,105
2.6,3.0,11.28,Joi,Bicicletă,0.1,12
13.63,3.0,11.24,Miercuri,Bicicletă,0.33,91
30.28,,17.1,Duminică,Dubiță,0.35,88
15.18,5.0,7.28,Sâmbătă,Bicicletă,0.18,186
35.86,2.0,18.34,Marți,Bicicletă,0.35,187
38.07,3.0,10.98,Marți,Camion,0.39,90
5.57,2.0,11.65,Marți,Bicicletă,0.97,32
25.94,4.0,14.92,Sâmbătă,Bicicletă,0.7,241
25.69,4.0,10.24,Duminică,Camion,0.48,81
18.78,5.0,20.27,Luni,Camion,0.99,95
46.68,2.0,8.28,Joi,Camion,0.24,87
41.46,5.0,13.67,Miercuri,Scuter,0.53,268
35.01,1.0,19.74,Joi,Scuter,0.68,78
35.86,4.0,16.24,Duminică,Dubiță,0.15,97
23.35,1.0,11.38,Marți,Bicicletă,0.75,95
46.09,5.0,13.31,Joi,Dubiță,0.19,194
34.88,3.0,17.6,Luni,Scuter,0.23,109
36.58,4.0,21.6,Vineri,Bicicletă,0.24,313
43.15,,20.4,Duminică,Bicicletă,0.94,411
14.07,2.0,12.14,Vineri,Camion,0.71,33
40.45,,21.97,Miercuri,Scuter,0.69,98
10.16,5.0,7.05,Miercuri,Bicicletă,0.6,136
17.59,3.0,7.41,Joi,Camion,0.36,42
17.11,2.0,19.36,Miercuri,Bicicletă,0.66,85
48.94,3.0,9.99,Duminică,Scuter,0.47,167
42.9,3.0,7.91,Sâmbătă,Dubiță,0.23,89
35.21,1.0,10.56,Luni,Dubiță,0.72,49
36.49,2.0,13.39,Marți,Bicicletă,0.22,187
28.32,1.0,17.96,Marți,Camion,0.27,34
47.38,3.0,16.37,Joi,Camion,0.84,122
25.06,5.0,10.56,Marți,Camion,0.69,133
19.34,5.0,14.55,Joi,Scuter,0.67,129
8.57,4.0,20.89,Miercuri,Dubiță,0.48,21
39.42,2.0,19.23,Miercuri,Dubiță,0.46,67
36.85,5.0,11.85,Sâmbătă,Bicicletă,0.72,496
19.53,3.0,21.73,Sâmbătă,Dubiță,0.77,49
1.75,2.0,17.63,Luni,Camion,0.56,5
42.03,5.0,7.94,Marți,Scuter,0.97,300
1.07,,7.53,Duminică,Camion,0.96,5
35.33,4.0,9.53,Sâmbătă,Camion,0.47,116
48.53,4.0,17.92,Luni,Dubiță,0.84,154
22.16,2.0,9.76,Vineri,Scuter,0.59,59
12.13,2.0,14.67,Sâmbătă,Scuter,0.56,26
35.39,4.0,8.4,Luni,Camion,0.15,112
40.95,2.0,20.81,Joi,Bicicletă,0.62,223
27.55,3.0,12.16,Joi,Dubiță,0.91,66
48.37,4.0,20.62,Luni,Bicicletă,0.8,454
3.06,4.0,21.17,Miercuri,Camion,0.81,11
25.49,3.0,7.09,Vineri,Dubiță,0.24,59
36.06,4.0,13.96,Luni,Bicicletă,0.42,320
43.2,4.0,7.37,Sâmbătă,Bicicletă,0.31,370
9.37,,20.63,Miercuri,Bicicletă,0.38,77
40.1,2.0,14.78,Luni,Dubiță,0.62,71
27.86,2.0,8.12,Marți,Bicicletă,0.43,151
20.13,3.0,8.65,Sâmbătă,Scuter,0.6,60
7.02,2.0,12.75,Sâmbătă,Camion,0.49,12
43.33,2.0,21.1,Joi,Dubiță,0.36,73
8.29,2.0,17.39,Marți,Scuter,0.19,16
15.83,3.0,20.01,Marți,Bicicletă,0.9,116
14.86,5.0,12.5,Sâmbătă,Camion,0.11,70
43.63,2.0,7.65,Vineri,Bicicletă,0.1,210
33.8,4.0,21.61,Duminică,Scuter,0.84,161
39.94,4.0,7.26,Miercuri,Bicicletă,1.0,383
12.9,1.0,21.21,Joi,Dubiță,0.75,15
31.43,5.0,12.53,Marți,Scuter,0.11,189
28.8,3.0,7.15,Joi,Dubiță,0.3,63
41.73,3.0,17.34,Sâmbătă,Camion,0.97,117
45.35,4.0,21.71,Miercuri,Dubiță,0.83,139
1.1,2.0,21.48,Luni,Dubiță,0.61,5
33.86,4.0,9.41,Marți,Bicicletă,0.31,296
3.07,1.0,9.72,Miercuri,Bicicletă,0.11,6
27.67,4.0,15.48,Duminică,Scuter,0.12,115
14.74,3.0,16.56,Joi,Camion,0.65,42
15.69,4.0,18.09,Sâmbătă,Scuter,0.12,64
17.97,2.0,9.72,Miercuri,Camion,0.99,45
31.25,4.0,21.39,Luni,Camion,0.27,110
17.04,4.0,16.58,Miercuri,Dubiță,0.74,54
36.77,3.0,19.71,Sâmbătă,Bicicletă,0.24,230
20.52,4.0,15.1,Joi,Camion,0.59,74
3.88,3.0,13.21,Marți,Bicicletă,0.17,28
39.3,5.0,21.66,Duminică,Camion,0.79,192
14.65,,15.73,Duminică,Bicicletă,0.63,99
21.92,4.0,20.0,Marți,Scuter,0.18,89
34.43,4.0,21.3,Vineri,Bicicletă,0.86,325
16.96,3.0,17.13,Joi,Dubiță,0.59,37
3.3,2.0,15.23,Duminică,Camion,0.93,7
19.01,3.0,7.05,Vineri,Dubiță,0.92,41
47.25,4.0,7.6,Vineri,Camion,0.93,172
32.27,2.0,10.01,Sâmbătă,Dubiță,0.17,62
33.74,3.0,9.79,Sâmbătă,Camion,0.21,75
31.8,4.0,10.82,Sâmbătă,Bicicletă,0.99,298
10.35,3.0,11.57,Luni,Camion,0.54,26
21.21,4.0,12.4,Joi,Dubiță,0.31,60
37.67,2.0,13.31,Marți,Dubiță,0.79,76
5.52,2.0,8.48,Joi,Camion,0.34,5
14.25,4.0,7.64,Sâmbătă,Camion,0.75,46
14.18,1.0,17.11,Luni,Scuter,0.85,22
21.88,2.0,15.06,Joi,Scuter,0.81,68
49.03,5.0,13.66,Joi,Bicicletă,0.35,631
3.84,3.0,16.52,Vineri,Bicicletă,0.46,23
26.18,5.0,19.42,Joi,Bicicletă,0.47,337
9.38,5.0,13.42,Vineri,Bicicletă,0.54,119
48.55,2.0,16.62,Vineri,Bicicletă,0.25,247
6.11,1.0,21.3,Miercuri,Camion,0.51,5
20.48,4.0,19.59,Sâmbătă,Scuter,0.56,92
37.03,3.0,13.39,Duminică,Camion,0.58,103
35.38,2.0,16.67,Luni,Scuter,0.84,97
21.43,4.0,9.66,Vineri,Scuter,0.57,91
17.65,1.0,15.41,Joi,Dubiță,0.31,27
20.18,5.0,21.72,Vineri,Dubiță,0.7,86
13.58,2.0,14.77,Vineri,Scuter,0.82,47
10.66,2.0,20.91,Vineri,Camion,0.39,28
24.41,2.0,13.11,Marți,Scuter,0.68,66
13.79,5.0,21.98,Duminică,Bicicletă,0.23,169
14.73,4.0,15.69,Duminică,Camion,0.41,46
33.01,4.0,7.63,Marți,Camion,0.92,116
48.44,3.0,15.8,Marți,Scuter,0.92,174
30.38,3.0,11.12,Marți,Bicicletă,0.62,210
4.31,2.0,7.49,Duminică,Scuter,0.73,7
4.24,3.0,19.31,Miercuri,Bicicletă,0.87,35
47.6,3.0,11.14,Vineri,Camion,0.96,131
15.22,4.0,18.95,Miercuri,Scuter,0.54,65
5.06,2.0,11.32,Joi,Bicicletă,0.61,22
30.15,5.0,9.91,Duminică,Dubiță,0.47,133
31.37,2.0,21.61,Sâmbătă,Camion,0.16,53
32.6,5.0,12.42,Duminică,Camion,0.48,166
13.74,1.0,16.02,Luni,Dubiță,0.81,16
1.25,3.0,16.15,Miercuri,Bicicletă,0.82,11
48.27,3.0,15.41,Marți,Camion,0.9,128
12.92,3.0,20.72,Marți,Bicicletă,0.15,77
33.96,3.0,17.12,Joi,Dubiță,0.57,75
35.48,3.0,13.06,Vineri,Scuter,0.2,116
30.7,3.0,19.94,Luni,Camion,0.28,67
15.99,4.0,9.72,Miercuri,Camion,0.91,55
13.92,4.0,15.16,Vineri,Bicicletă,0.55,120
30.08,4.0,21.26,Vineri,Camion,0.78,104
43.37,2.0,16.38,Sâmbătă,Scuter,0.16,104
47.36,4.0,19.25,Sâmbătă,Dubiță,0.48,130
5.74,3.0,16.8,Miercuri,Camion,0.71,9
8.16,3.0,19.59,Miercuri,Dubiță,0.22,25
47.26,3.0,21.17,Miercuri,Bicicletă,0.39,307
36.96,3.0,11.09,Miercuri,Scuter,0.16,115
44.21,2.0,9.54,Marți,Camion,0.69,89
10.53,2.0,14.26,Duminică,Dubiță,0.97,20
29.59,2.0,17.53,Duminică,Scuter,0.84,81
35.21,4.0,10.41,Vineri,Dubiță,0.98,115
34.17,4.0,7.06,Duminică,Bicicletă,0.86,321
20.7,5.0,12.14,Vineri,Scuter,0.87,140
1.26,4.0,21.53,Marți,Scuter,0.62,7
29.35,1.0,17.42,Duminică,Bicicletă,0.57,118
13.03,5.0,13.02,Vineri,Bicicletă,0.47,173
22.79,5.0,9.89,Miercuri,Camion,0.84,113
47.9,3.0,12.34,Luni,Bicicletă,0.26,302
20.25,3.0,9.55,Duminică,Bicicletă,0.15,119
42.07,5.0,8.59,Sâmbătă,Dubiță,0.95,200
9.83,,20.6,Sâmbătă,Scuter,0.1,33
33.79,5.0,21.96,Vineri,Dubiță,0.98,169
48.86,1.0,9.46,Luni,Bicicletă,0.76,217
5.54,2.0,7.82,Sâmbătă,Camion,0.4,16
0.91,3.0,11.95,Duminică,Dubiță,0.73,5
21.96,3.0,13.92,Luni,Dubiță,0.84,49
5.08,4.0,10.07,Marți,Scuter,0.32,25
37.55,5.0,11.52,Joi,Scuter,0.79,260
45.77,3.0,10.01,Vineri,Scuter,0.82,163
21.98,1.0,18.61,Marți,Camion,0.32,30
13.31,4.0,17.69,Marți,Camion,0.14,38
22.0,4.0,16.52,Luni,Bicicletă,0.28,191
36.31,2.0,12.81,Vineri,Bicicletă,0.28,191
0.95,3.0,20.64,Marți,Scuter,0.16,5
29.68,4.0,21.54,Miercuri,Dubiță,0.75,77
30.86,4.0,9.6,Marți,Scuter,0.44,133
32.07,3.0,10.35,Miercuri,Bicicletă,0.9,227
12.48,3.0,14.88,Joi,Dubiță,0.33,25
35.85,5.0,8.37,Miercuri,Bicicletă,0.51,476
5.02,4.0,13.55,Miercuri,Camion,0.68,15
10.36,3.0,15.73,Luni,Scuter,0.89,41
43.93,,14.83,Marți,Scuter,0.57,112
37.07,4.0,11.96,Joi,Dubiță,0.44,114
1.18,2.0,15.14,Marți,Scuter,0.88,11
12.79,2.0,21.38,Duminică,Bicicletă,0.38,61
11.11,3.0,10.09,Duminică,Bicicletă,0.17,64
13.9,2.0,16.82,Miercuri,Camion,0.5,30
12.75,4.0,7.65,Sâmbătă,Bicicletă,0.81,113
3.6,2.0,8.0,Miercuri,Dubiță,0.13,5
23.22,4.0,15.28,Marți,Bicicletă,0.63,215
36.77,2.0,8.57,Joi,Camion,0.64,78
30.53,1.0,7.34,Sâmbătă,Camion,0.94,64
33.81,2.0,9.57,Joi,Scuter,0.36,88
4.52,5.0,15.47,Luni,Dubiță,0.35,16
47.6,5.0,17.55,Miercuri,Bicicletă,0.5,629
42.01,2.0,10.04,Miercuri,Camion,0.42,81
40.35,4.0,17.02,Duminică,Bicicletă,0.76,371
41.24,4.0,9.74,Luni,Camion,0.68,140
46.67,5.0,16.2,Duminică,Scuter,0.78,319
27.44,3.0,13.18,Marți,Camion,0.84,74
10.41,4.0,16.81,Miercuri,Scuter,0.93,42
31.03,1.0,21.93,Marți,Dubiță,0.49,42
37.27,3.0,21.07,Joi,Bicicletă,0.99,267
37.03,5.0,7.06,Sâmbătă,Bicicletă,0.29,459
26.31,3.0,20.28,Sâmbătă,Scuter,0.74,94
3.89,2.0,8.0,Sâmbătă,Dubiță,0.58,5
18.87,2.0,21.3,Duminică,Scuter,0.84,56
46.08,4.0,11.23,Vineri,Camion,0.53,146
29.43,4.0,12.73,Luni,Scuter,0.81,135
27.15,3.0,8.37,Sâmbătă,Dubiță,0.94,67
13.81,5.0,8.68,Miercuri,Camion,0.76,83
18.74,1.0,17.9,Luni,Bicicletă,0.8,88
44.82,3.0,21.16,Joi,Bicicletă,0.16,268
33.49,,16.16,Joi,Bicicletă,0.28,429
39.48,3.0,17.74,Duminică,Dubiță,0.98,93
22.99,2.0,18.43,Joi,Dubiță,0.72,42
31.7,3.0,10.94,Joi,Dubiță,0.61,74
12.79,4.0,7.68,Vineri,Dubiță,0.43,26
35.42,2.0,7.03,Marți,Dubiță,0.14,58
21.67,5.0,12.26,Marți,Camion,0.43,104
22.41,4.0,10.62,Sâmbătă,Scuter,0.55,106
32.64,2.0,7.93,Vineri,Bicicletă,0.29,169
46.85,4.0,9.69,Duminică,Dubiță,0.26,123
3.67,3.0,8.87,Marți,Bicicletă,0.56,31
41.32,3.0,20.72,Duminică,Dubiță,0.63,95
14.97,4.0,9.1,Duminică,Bicicletă,0.32,120
22.47,5.0,15.06,Joi,Scuter,0.63,152
1.58,2.0,15.9,Marți,Bicicletă,0.91,14
15.4,3.0,15.15,Luni,Bicicletă,0.53,96
25.38,3.0,8.49,Sâmbătă,Dubiță,0.87,66
3.28,3.0,11.78,Marți,Camion,0.93,5
24.81,3.0,7.77,Luni,Camion,0.18,54
46.39,1.0,12.94,Miercuri,Bicicletă,0.19,188
5.72,4.0,9.83,Luni,Camion,0.53,26
38.34,3.0,15.42,Luni,Scuter,0.63,127
20.78,2.0,17.39,Joi,Scuter,0.48,49
32.93,4.0,14.98,Joi,Camion,0.39,109
13.38,4.0,13.51,Sâmbătă,Camion,0.68,49
8.39,3.0,12.81,Joi,Scuter,0.1,29
8.44,2.0,19.63,Luni,Camion,0.97,17
3.99,4.0,10.29,Vineri,Camion,0.31,14
9.69,2.0,18.01,Joi,Dubiță,0.93,15
33.38,,18.36,Joi,Dubiță,0.2,64
44.14,4.0,13.29,Luni,Camion,0.31,146
40.8,1.0,11.46,Miercuri,Camion,0.31,70
34.41,1.0,14.06,Miercuri,Dubiță,1.0,59
5.97,1.0,8.4,Marți,Dubiță,0.1,11
14.81,,7.69,Sâmbătă,Camion,0.68,24
15.84,1.0,8.67,Miercuri,Dubiță,0.88,28
12.87,5.0,9.81,Joi,Scuter,0.71,89
25.99,2.0,14.56,Vineri,Bicicletă,0.43,142
27.01,2.0,19.74,Marți,Scuter,0.96,81
18.17,2.0,10.53,Sâmbătă,Dubiță,0.9,37
18.01,5.0,21.03,Vineri,Scuter,0.49,110
41.51,3.0,21.32,Vineri,Bicicletă,0.62,279
39.57,3.0,21.38,Joi,Dubiță,0.97,92
15.74,5.0,19.56,Luni,Scuter,0.98,114
45.73,3.0,12.46,Luni,Scuter,0.5,149
47.66,3.0,8.09,Luni,Bicicletă,0.86,334
16.67,2.0,15.53,Miercuri,Dubiță,0.37,31
18.04,3.0,15.38,Luni,Camion,0.43,42
25.53,3.0,19.75,Sâmbătă,Dubiță,0.25,54
47.09,4.0,21.94,Joi,Bicicletă,0.29,391
43.88,2.0,14.62,Miercuri,Bicicletă,0.69,236
5.58,3.0,12.18,Sâmbătă,Bicicletă,0.56,41
19.94,1.0,9.79,Luni,Bicicletă,0.31,79
27.89,2.0,7.07,Sâmbătă,Camion,0.46,61
25.41,3.0,14.64,Vineri,Dubiță,0.44,60
10.1,5.0,15.33,Joi,Dubiță,0.99,47
43.01,3.0,19.37,Joi,Scuter,0.87,166
34.01,4.0,14.57,Sâmbătă,Camion,0.45,117
41.98,2.0,20.75,Marți,Camion,0.92,85
43.01,2.0,16.42,Joi,Scuter,0.41,115
37.54,,19.61,Vineri,Scuter,0.7,86
22.24,3.0,9.22,Joi,Dubiță,0.97,49
30.72,2.0,19.83,Marți,Dubiță,0.45,48
8.44,2.0,17.13,Joi,Dubiță,0.71,20
33.85,,9.55,Duminică,Camion,0.37,106
9.37,1.0,9.85,Joi,Camion,0.34,15
34.85,3.0,20.9,Marți,Scuter,0.62,113
11.87,3.0,7.48,Duminică,Bicicletă,0.98,81
6.32,3.0,13.94,Duminică,Bicicletă,0.51,41
8.68,3.0,11.7,Joi,Bicicletă,0.94,64
0.6,3.0,16.98,Sâmbătă,Bicicletă,0.92,5
36.08,2.0,19.59,Miercuri,Bicicletă,0.33,185
36.75,4.0,12.41,Duminică,Dubiță,0.46,103
25.99,5.0,13.4,Sâmbătă,Scuter,0.68,184
8.49,2.0,21.73,Joi,Bicicletă,0.57,60
4.64,1.0,18.76,Luni,Bicicletă,0.19,17
1.45,5.0,20.46,Luni,Bicicletă,0.99,12
8.7,3.0,13.58,Miercuri,Dubiță,0.78,21
44.6,3.0,10.51,Duminică,Bicicletă,0.49,293
12.46,3.0,13.18,Joi,Scuter,0.66,52
18.04,2.0,17.74,Vineri,Dubiță,0.18,38
5.71,3.0,8.64,Duminică,Dubiță,0.55,17
11.51,3.0,11.06,Joi,Camion,0.94,28
26.2,2.0,7.7,Luni,Camion,0.91,59
30.58,3.0,13.49,Marți,Dubiță,0.4,67
12.64,4.0,19.41,Miercuri,Bicicletă,0.58,114
3.36,3.0,7.37,Marți,Bicicletă,0.73,15
19.86,1.0,17.13,Vineri,Bicicletă,0.41,91
12.09,3.0,20.99,Joi,Bicicletă,0.16,75
11.37,4.0,10.55,Vineri,Camion,0.55,37
48.01,4.0,17.4,Marți,Scuter,0.64,214
31.01,4.0,21.63,Joi,Dubiță,0.11,81
28.07,2.0,21.43,Duminică,Bicicletă,0.19,141
21.08,4.0,10.52,Sâmbătă,Camion,0.29,58
21.73,4.0,8.5,Sâmbătă,Scuter,0.41,98
27.27,1.0,9.22,Duminică,Dubiță,0.59,35
34.97,3.0,17.53,Vineri,Dubiță,0.36,65
35.26,3.0,17.89,Sâmbătă,Dubiță,0.35,85
9.0,4.0,17.11,Sâmbătă,Bicicletă,0.88,80
25.26,2.0,12.04,Luni,Dubiță,0.23,39
20.89,3.0,9.55,Sâmbătă,Bicicletă,0.55,145
43.59,5.0,15.71,Luni,Scuter,0.96,321
31.76,4.0,14.26,Miercuri,Camion,0.66,100
26.86,5.0,17.93,Luni,Camion,0.75,134
6.21,5.0,13.62,Luni,Camion,0.49,26
30.48,1.0,12.08,Marți,Dubiță,0.12,46
6.3,4.0,11.4,Luni,Camion,0.68,30
17.19,3.0,10.17,Luni,Scuter,0.67,53
7.57,5.0,10.99,Marți,Bicicletă,0.2,102
34.76,2.0,8.42,Luni,Camion,0.52,66
10.71,5.0,12.2,Sâmbătă,Bicicletă,0.92,154
19.9,4.0,7.55,Duminică,Bicicletă,0.28,162
44.84,4.0,9.8,Luni,Camion,0.51,148
10.61,1.0,18.2,Miercuri,Camion,0.51,17
25.64,2.0,11.88,Luni,Camion,0.83,52
21.25,4.0,17.02,Luni,Dubiță,0.84,68
1.4,1.0,17.75,Miercuri,Camion,0.78,5
39.74,4.0,15.72,Duminică,Dubiță,0.43,111
3.92,1.0,21.38,Marți,Scuter,0.16,10
23.98,4.0,7.32,Sâmbătă,Bicicletă,0.41,214
28.25,3.0,18.08,Duminică,Scuter,0.71,97
31.61,4.0,21.38,Luni,Camion,0.73,111
34.59,,19.93,Sâmbătă,Bicicletă,0.97,334
13.04,3.0,9.52,Vineri,Camion,0.51,36
0.99,2.0,11.9,Sâmbătă,Camion,0.67,5
36.31,1.0,9.59,Marți,Bicicletă,0.59,158
27.02,3.0,16.02,Marți,Scuter,0.24,82
41.89,3.0,17.68,Duminică,Camion,0.52,114
41.16,4.0,11.76,Luni,Bicicletă,0.59,371
42.24,3.0,15.09,Miercuri,Scuter,0.96,153
24.51,3.0,17.36,Marți,Dubiță,0.43,55
17.01,3.0,13.32,Miercuri,Scuter,0.98,54
39.68,1.0,19.81,Duminică,Scuter,0.59,98
22.84,3.0,18.57,Duminică,Bicicletă,0.32,148
9.58,5.0,7.97,Vineri,Scuter,0.27,64
42.82,5.0,16.32,Miercuri,Dubiță,0.23,170
44.19,3.0,10.53,Duminică,Dubiță,0.51,101
23.58,3.0,15.36,Duminică,Camion,0.12,53
4.25,4.0,21.35,Duminică,Dubiță,0.5,6
19.7,3.0,20.19,Joi,Camion,0.99,48
40.28,1.0,13.07,Duminică,Dubiță,0.7,55
45.14,1.0,11.37,Duminică,Scuter,0.78,98
10.57,3.0,10.52,Miercuri,Camion,0.21,25
3.82,5.0,14.99,Marți,Dubiță,0.53,15
43.93,4.0,8.71,Miercuri,Scuter,0.36,190
19.78,1.0,15.24,Miercuri,Scuter,0.9,55
27.32,2.0,7.02,Joi,Camion,0.26,51
48.42,4.0,11.86,Joi,Bicicletă,0.51,416
3.79,4.0,10.3,Luni,Scuter,0.63,16
32.59,,21.57,Marți,Scuter,0.56,151
4.17,4.0,17.91,Duminică,Bicicletă,0.85,39
19.09,1.0,12.24,Luni,Camion,0.31,38
40.29,4.0,8.39,Duminică,Dubiță,0.44,119
21.96,4.0,14.75,Duminică,Dubiță,0.81,59
49.86,2.0,10.2,Joi,Scuter,0.58,134
28.17,4.0,15.05,Duminică,Bicicletă,0.46,248
16.4,2.0,19.53,Duminică,Scuter,0.13,46
11.4,1.0,16.24,Miercuri,Camion,0.78,29
17.85,2.0,16.51,Joi,Scuter,0.97,56
18.94,2.0,15.12,Vineri,Dubiță,0.66,37
3.9,3.0,20.91,Miercuri,Bicicletă,0.87,31
18.79,3.0,20.98,Luni,Camion,0.57,46
23.48,3.0,14.69,Miercuri,Scuter,0.31,67
36.28,3.0,11.59,Vineri,Dubiță,0.11,74
33.01,2.0,13.89,Joi,Scuter,0.69,92
35.58,1.0,9.8,Marți,Dubiță,0.54,47
0.91,4.0,16.55,Duminică,Bicicletă,0.8,15
11.27,3.0,14.5,Sâmbătă,Camion,0.73,34
33.25,2.0,8.55,Marți,Scuter,0.99,89
24.46,5.0,9.96,Marți,Camion,0.56,129
0.76,4.0,14.19,Duminică,Bicicletă,0.48,5
40.32,5.0,20.31,Joi,Dubiță,0.36,169
38.75,3.0,15.5,Marți,Bicicletă,0.53,263
27.65,2.0,17.22,Vineri,Bicicletă,0.89,156
3.79,4.0,12.09,Duminică,Camion,0.14,21
38.44,2.0,15.57,Joi,Bicicletă,0.98,216
29.39,3.0,13.71,Marți,Scuter,0.99,97
39.21,1.0,16.89,Duminică,Dubiță,0.64,58
37.71,4.0,7.76,Sâmbătă,Bicicletă,0.4,330
40.25,2.0,14.4,Luni,Scuter,0.3,98
26.14,5.0,11.44,Joi,Dubiță,0.35,105
7.45,5.0,11.89,Joi,Camion,0.15,36
33.72,3.0,21.41,Miercuri,Dubiță,0.53,67
31.21,4.0,9.74,Duminică,Camion,0.15,98
37.24,4.0,11.67,Marți,Dubiță,0.75,112
8.91,4.0,14.65,Luni,Bicicletă,0.43,80
10.15,3.0,19.95,Duminică,Camion,0.28,17
44.58,4.0,13.25,Sâmbătă,Camion,0.59,156
37.62,3.0,18.16,Vineri,Camion,0.98,100
45.46,5.0,19.85,Joi,Bicicletă,0.73,629
38.06,3.0,11.65,Vineri,Bicicletă,0.54,258
30.06,3.0,12.89,Vineri,Dubiță,0.8,64
32.88,4.0,12.35,Vineri,Dubiță,0.76,105
44.51,4.0,19.49,Miercuri,Bicicletă,0.9,413
29.15,3.0,7.67,Duminică,Bicicletă,0.28,178
31.8,2.0,11.63,Vineri,Camion,0.87,77
8.25,3.0,17.19,Marți,Dubiță,0.37,23
23.96,5.0,15.48,Marți,Dubiță,0.95,124
35.96,4.0,13.54,Luni,Camion,0.35,114
13.91,4.0,15.1,Luni,Camion,0.93,50
10.51,1.0,9.96,Sâmbătă,Camion,0.97,21
16.03,3.0,13.46,Vineri,Scuter,0.23,50
12.45,4.0,14.53,Vineri,Scuter,0.98,56
11.14,4.0,20.52,Miercuri,Bicicletă,0.18,88
21.53,,10.91,Duminică,Dubiță,0.3,31
45.44,5.0,20.02,Vineri,Camion,0.5,220
25.6,3.0,16.66,Vineri,Camion,0.99,64
9.8,,7.31,Duminică,Dubiță,0.54,19
4.31,3.0,17.87,Vineri,Scuter,0.6,14
34.96,2.0,7.53,Joi,Dubiță,0.72,69
19.45,3.0,21.96,Joi,Bicicletă,0.97,137
41.18,1.0,20.09,Miercuri,Scuter,0.81,93
33.15,2.0,11.46,Miercuri,Dubiță,0.3,58
39.91,4.0,10.86,Marți,Dubiță,0.37,110
13.96,2.0,12.72,Miercuri,Bicicletă,0.19,66
34.77,2.0,12.34,Sâmbătă,Dubiță,0.68,60
13.57,,12.59,Marți,Scuter,0.26,42
46.98,3.0,11.77,Duminică,Camion,0.33,122
32.0,4.0,16.32,Vineri,Camion,0.9,106
16.56,3.0,9.46,Miercuri,Camion,0.39,47
13.84,4.0,19.69,Sâmbătă,Scuter,0.61,66
9.95,4.0,19.19,Miercuri,Dubiță,0.46,37
34.88,2.0,14.15,Miercuri,Dubiță,0.17,73
11.33,2.0,19.79,Marți,Dubiță,0.43,27
29.97,,10.71,Duminică,Dubiță,0.47,70
13.6,3.0,7.26,Duminică,Camion,0.91,30
33.27,4.0,16.29,Marți,Scuter,0.39,138
40.84,3.0,13.87,Luni,Bicicletă,0.44,268
39.01,3.0,15.51,Marți,Scuter,0.8,127
38.16,2.0,20.49,Marți,Dubiță,0.78,74
9.79,2.0,21.55,Joi,Dubiță,0.82,8
4.88,3.0,16.52,Miercuri,Scuter,0.96,23
35.1,3.0,18.46,Marți,Scuter,0.82,121
18.73,3.0,8.26,Miercuri,Camion,0.47,47
21.9,2.0,9.41,Miercuri,Dubiță,0.84,37
2.04,4.0,18.0,Joi,Scuter,0.56,5
13.35,5.0,13.47,Miercuri,Dubiță,0.35,63
2.17,2.0,13.69,Sâmbătă,Scuter,0.37,12
44.02,3.0,11.63,Marți,Dubiță,0.3,92
12.55,5.0,16.11,Miercuri,Scuter,0.23,82
28.09,3.0,9.78,Luni,Dubiță,0.27,57
2.43,3.0,16.4,Luni,Bicicletă,0.16,16
33.51,1.0,9.61,Joi,Camion,0.9,63
16.49,4.0,7.96,Sâmbătă,Bicicletă,0.94,159
44.95,1.0,11.96,Duminică,Camion,0.63,83
44.46,5.0,10.47,Duminică,Camion,0.86,237
16.6,4.0,20.33,Marți,Scuter,0.27,70
45.1,4.0,7.82,Joi,Bicicletă,0.91,423
49.81,,9.65,Luni,Camion,0.56,164
41.36,3.0,15.23,Sâmbătă,Dubiță,0.16,89
42.32,,14.22,Marți,Scuter,0.23,125
12.83,5.0,7.69,Miercuri,Scuter,0.38,88
29.05,5.0,7.11,Marți,Dubiță,0.14,118
3.83,3.0,21.82,Vineri,Dubiță,0.38,5
5.2,5.0,16.88,Marți,Camion,0.15,19
49.95,3.0,12.48,Miercuri,Dubiță,0.31,109
16.67,3.0,14.06,Vineri,Scuter,0.34,53
37.54,3.0,11.0,Duminică,Dubiță,0.99,98
40.43,2.0,12.17,Sâmbătă,Bicicletă,0.31,200
42.97,1.0,16.74,Joi,Scuter,0.32,89
49.88,2.0,20.24,Sâmbătă,Dubiță,0.72,91
12.45,3.0,9.76,Marți,Scuter,0.87,40
2.5,3.0,19.61,Duminică,Camion,0.45,6
20.85,3.0,8.82,Joi,Bicicletă,0.89,149
6.94,5.0,10.22,Marți,Camion,0.41,36
1.61,3.0,7.56,Luni,Bicicletă,0.28,18
18.34,3.0,9.11,Luni,Dubiță,0.4,33
39.3,2.0,20.76,Miercuri,Scuter,0.65,108
28.53,1.0,13.89,Duminică,Dubiță,0.43,38
15.98,4.0,8.16,Duminică,Camion,0.71,57
32.89,3.0,21.4,Sâmbătă,Scuter,0.31,107
11.98,4.0,20.18,Luni,Dubiță,0.73,32
1.21,2.0,18.32,Vineri,Dubiță,0.41,5
38.34,3.0,21.0,Vineri,Scuter,0.51,129
31.38,2.0,10.3,Duminică,Scuter,0.6,84
38.23,2.0,19.55,Duminică,Camion,0.72,78
2.43,1.0,17.35,Marți,Bicicletă,0.31,14
